FWER,sensitivity,sm_sigma,snr,n_subj,method,threshold_u,FWHM,k_c,clusters_detected,true_clusters
0.18000000000000005,6.16365568544102e-05,1.5,3,2,Clusterwise RFT 3D,4.4,3.7930600493659434,0.38,0.47,0.47
0.07999999999999996,0.061069075451647185,1.5,3,5,Clusterwise RFT 3D,4.4,3.900513101072982,175.40166666666664,2.08,2.08
0.15000000000000002,0.20522635494155153,1.5,3,7,Clusterwise RFT 3D,4.4,3.8510338417829266,856.54,1.25,1.25
0.13,0.29097555791710944,1.5,3,10,Clusterwise RFT 3D,4.4,3.8522369290570366,1271.0183333333334,1.15,1.15
0.07999999999999996,0.3563018065887355,1.5,3,15,Clusterwise RFT 3D,4.4,3.8606506934965483,1609.115,1.08,1.08
0.08999999999999997,0.393056323060574,1.5,3,20,Clusterwise RFT 3D,4.4,3.862337147372737,1775.3,1.08,1.08
0.09999999999999998,0.43397874601487774,1.5,3,30,Clusterwise RFT 3D,4.4,3.864747538043788,1939.87,1.1,1.1
0.06000000000000005,0.4680701381509033,1.5,3,45,Clusterwise RFT 3D,4.4,3.84674588366216,2133.0316666666668,1.07,1.07
0.010000000000000009,0.48868650371944744,1.5,3,60,Clusterwise RFT 3D,4.4,3.8736375711518147,2287.97,1.01,1.01
